Re,St,Cd
2665.75,0.25,0.7
654.75,0.21,0.93
1534.42,0.2,0.95
984.09,0.25,0.77
356.9,0.17,1.12
856.02,0.22,0.85
939.62,0.18,0.99
261.23,0.2,1
2371.99,0.21,0.79
4402.81,0.24,0.69
116.94,0.17,1.12
1239.11,0.19,0.79
843.17,0.17,0.98
298.83,0.15,1.31
1651.37,0.23,0.84
3149.09,0.26,0.64
137.79,0.16,1.1
896.15,0.18,1
1361.49,0.25,0.73
2852.51,0.25,0.65
1576.29,0.25,0.81
674.75,0.24,0.91
2052.85,0.23,0.79
228.81,0.15,1.12
141.93,0.13,1.26
94.54,0.15,1.02
2217.93,0.2,0.88
1382.21,0.16,0.99
3771.57,0.22,0.76
116.38,0.18,1.11
122.02,0.18,1.11
658.6,0.19,0.95
3460.52,0.24,0.68
2936.62,0.28,0.55
3412.38,0.24,0.7
535.31,0.22,1
3660.1,0.26,0.64
1008.69,0.21,0.82
2211.21,0.26,0.69
1373.35,0.23,0.79
1233.48,0.16,1.03
352.83,0.18,1.01
1455.21,0.21,0.9
4866.14,0.24,0.62
1833.65,0.24,0.76
2682.4,0.19,0.81
3006.07,0.23,0.76
1585.43,0.21,0.83
382.35,0.19,1.01
325.85,0.16,1.25
2606.22,0.21,0.78
3187.8,0.21,0.7
579.57,0.22,0.75
3955.53,0.24,0.75
3180.7,0.27,0.62
1302.46,0.22,0.76
952.36,0.21,0.79
84.69,0.14,1.23
344.09,0.17,1.09
4669.43,0.23,0.61
206.61,0.19,1.18
350.22,0.18,1.1
318.29,0.18,1.11
1284.23,0.25,0.91
933.25,0.23,0.87
142.57,0.15,1.22
1144.87,0.16,0.96
382.76,0.17,1.1
120.21,0.15,1.23
769.88,0.23,0.84
978.41,0.23,0.85
234.58,0.15,1.17
4228.48,0.22,0.6
1183.15,0.24,0.8
2202.83,0.23,0.88
4478.2,0.25,0.79
2225.51,0.23,0.75
1285.1,0.19,0.86
4699.85,0.25,0.68
3633.81,0.22,0.73
2701.73,0.24,0.95
823.15,0.18,1.08
2445.61,0.23,0.7
1732.12,0.22,0.81
202.61,0.17,1.05
2012.25,0.26,0.68
2050.34,0.25,0.73
1308.99,0.21,0.87
1457.57,0.2,0.83
3793.96,0.28,0.63
2729.35,0.25,0.66
2367.47,0.25,0.74
330.64,0.22,0.87
124.86,0.18,1.11
2729.84,0.25,0.82
4781.32,0.26,0.63
833.85,0.22,0.92
2248.96,0.2,0.78
811.05,0.24,0.71
4596.97,0.27,0.63
72.43,0.15,1.24
230.24,0.22,0.92
1409.08,0.22,0.86
3360.36,0.27,0.64
4988.42,0.23,0.71
55.01,0.13,1.3
813.38,0.18,1.03
1334.34,0.19,0.93
321.03,0.17,1.07
185.46,0.17,1.09
336.07,0.2,1.18
3094.54,0.26,0.7
2003.25,0.21,0.88
341.51,0.14,1.14
81.4,0.17,1.17
127.51,0.16,1.2
1466.1,0.22,0.86
75.92,0.14,1.23
4171.09,0.22,0.72
1147.12,0.16,1.03
2730.28,0.26,0.82
3496.97,0.26,0.81
78.91,0.16,1.34
3334.28,0.28,0.66
1049.69,0.19,0.95
806.02,0.24,0.82
1149.75,0.19,1.14
1691.94,0.23,0.87
4778.57,0.29,0.6
4020.65,0.22,0.69
2456.48,0.25,0.67
1347.01,0.24,0.81
1247.45,0.2,0.91
123.75,0.13,1.23
3602.18,0.24,0.66
1343.78,0.17,0.92
135.94,0.15,1.16
137.84,0.18,1.14
547.67,0.2,0.98
929.96,0.17,1.04
3033.3,0.26,0.66
145.69,0.13,1.23
1234.3,0.18,0.86
1014.42,0.17,1.02
747.35,0.2,1
1386.47,0.2,0.95
3486.64,0.21,0.7
96.97,0.18,1.16
3908.17,0.22,0.7
1466.27,0.23,0.84
997.07,0.18,0.9
689.36,0.16,1
254.54,0.19,0.95
925.7,0.24,0.81
380.7,0.2,1.05
1032.64,0.19,0.97
1274.01,0.26,0.77
2832.69,0.26,0.72
329.38,0.16,1.16
212.18,0.18,1.04
1535.67,0.24,0.77
872.58,0.23,0.85
389.25,0.14,1.18
1638.61,0.23,0.78
271.73,0.18,1.08
1910.8,0.25,0.75
1374.67,0.26,0.67
3735.72,0.23,0.7
303.57,0.19,0.94
73,0.16,1.26
353.66,0.19,0.95
663.36,0.18,0.98
112.67,0.14,1.27
32.09,0.13,1.37
350.9,0.16,1.09
561.11,0.2,0.96
100.02,0.17,1.14
1618.58,0.23,0.92
4099.73,0.22,0.73
1388.91,0.22,0.84
3154.93,0.22,0.7
363.51,0.16,1.1
1190.52,0.26,0.79
145.6,0.17,1.11
395.92,0.17,1.09
2372.1,0.23,0.83
771.73,0.22,1.03
2713.56,0.28,0.57
3219.89,0.23,0.73
676.12,0.17,0.93
1048.04,0.2,0.97
372.02,0.19,0.99
111.85,0.15,1.12
292.59,0.16,1.08
3381.96,0.23,0.7
90.01,0.16,1.14
2743.04,0.23,0.77
275.51,0.18,1.01
1128.77,0.22,0.77
34.26,0.17,1.23
122.56,0.17,1.18
866.17,0.19,0.96
56.33,0.18,1.2
805.91,0.17,0.97
2135.19,0.27,0.63
1448.96,0.21,0.97
231.63,0.23,0.91
1739.5,0.26,0.66
3348.23,0.25,0.73
280.87,0.16,1.18
231.67,0.19,1.1
1248.69,0.25,0.79
307.11,0.15,1.15
58.82,0.18,1.27
499.31,0.22,0.75
398.58,0.14,1.22
1340.77,0.17,1.02
52.46,0.18,1.26
2264.21,0.26,0.77
1237.97,0.19,0.97
368.95,0.18,1.05
4898.09,0.24,0.74
1356.09,0.19,0.93
2162.26,0.2,0.87
340.73,0.17,1.17
213.83,0.17,1.15
238.16,0.14,1.18
330.98,0.16,1.15
2748.61,0.26,0.68
43.36,0.13,1.36
1135.37,0.22,0.84
3102.77,0.23,0.76
2730.57,0.21,0.79
1004.41,0.18,0.99
1888.15,0.2,0.83
4714.78,0.27,0.62
790.3,0.16,0.95
304.17,0.19,1.09
2081.06,0.2,0.79
3495.87,0.24,0.53
723.14,0.23,0.86
324.17,0.18,1.07
658.59,0.2,1.01
3947.33,0.27,0.72
101.54,0.12,1.25
246.93,0.18,1.05
274.66,0.18,1.05
3044.15,0.24,0.69
4042.15,0.27,0.64
858.18,0.23,0.96
817.27,0.18,1.08
1064.85,0.25,0.83
3449.72,0.25,0.8
668.27,0.21,0.93
30.97,0.13,1.36
2086.47,0.27,0.64
114.29,0.12,1.18
1414.77,0.22,0.86
583.18,0.16,1.03
690.52,0.19,0.98
3153.45,0.23,0.73
139.53,0.2,1.04
146.88,0.15,1.17
243.33,0.21,1.05
3359.33,0.19,0.85
4715.06,0.22,0.72
920.69,0.26,0.76
3427.99,0.28,0.62
2055.66,0.26,0.65
3012.52,0.19,0.92
3577.33,0.28,0.57
4670.44,0.27,0.57
1550.49,0.26,0.72
1015.39,0.19,0.9
3455.29,0.24,0.74
1665.69,0.22,0.89
383.56,0.17,1.06
157.24,0.2,1.19
364.25,0.16,1.06
1230.4,0.25,0.76
95.54,0.15,1.24
2160.43,0.27,0.75
2679.03,0.25,0.68
534.99,0.21,0.99
290.63,0.17,1.03
2383.17,0.21,0.83
651.04,0.21,0.98
794.09,0.19,0.94
2455.68,0.28,0.61
158.88,0.19,1.08
2434.34,0.27,0.61
812.36,0.19,0.89
227.3,0.19,1.1
4895.23,0.24,0.69
3973.4,0.25,0.72
49.5,0.17,1.17
1325.39,0.23,0.8
3627.79,0.23,0.7
323.44,0.19,0.99
725.7,0.21,0.9
95.28,0.12,1.29
98.93,0.18,1.07
132.12,0.15,1.21
3321.69,0.26,0.58
366.51,0.21,0.93
3351.1,0.23,0.68
253.32,0.19,0.96
1000.91,0.24,0.69
1396.52,0.19,0.93
2020.91,0.23,0.74
807.05,0.18,0.97
4417.28,0.23,0.74
825.35,0.25,0.7
396.71,0.15,1.12
673.39,0.18,0.91
4493.08,0.28,0.41
175.64,0.16,1.14
1737.32,0.27,0.72
926.55,0.23,0.87
113.23,0.16,1.16
1052.72,0.2,0.94
111.81,0.14,1.12
2850.34,0.25,0.7
4580.9,0.24,0.54
309.71,0.15,1.16
1341.11,0.24,0.81
4053.93,0.25,0.69
4489.61,0.21,0.77
4090.28,0.21,0.76
179.21,0.16,1.13
1244.23,0.21,0.88
4749.96,0.22,0.72
959.89,0.23,0.79
2503.94,0.23,0.69
2975.75,0.2,0.81
878.43,0.21,1
1471.59,0.17,0.92
81.95,0.14,1
251.98,0.2,1.01
146.41,0.18,1.16
3740.82,0.29,0.55
1290.76,0.16,1.01
785.08,0.17,1
914.24,0.2,0.91
262.04,0.18,1.08
2744.93,0.26,0.72
4699.3,0.24,0.65
399.87,0.19,1.04
3225.48,0.26,0.7
29.85,0.14,1.32
777.77,0.2,0.93
1227.32,0.21,0.88
4880.94,0.26,0.65
21.16,0.14,1.37
2428.13,0.24,0.7
1624.14,0.24,0.86
58.59,0.17,1.17
3609.29,0.25,0.72
774.09,0.17,0.98
2720.58,0.22,0.85
284.11,0.19,1.01
1267.2,0.21,0.8
817.99,0.22,0.92
100.77,0.14,1.34
321.84,0.23,0.83
1399.01,0.19,0.91
532.58,0.23,0.9
1273.53,0.23,0.89
697,0.21,1.01
3379.16,0.27,0.52
2772.73,0.24,0.73
174.97,0.17,1.12
1787.37,0.22,0.78
2323.14,0.23,0.84
4697.51,0.24,0.68
2891.17,0.25,0.75
278.46,0.2,1
2577.68,0.27,0.65
2663.18,0.22,0.72
1263.62,0.18,0.95
1218.24,0.2,1.1
1304.56,0.21,0.88
1268.02,0.21,0.9
402.54,0.22,0.97
322.35,0.2,0.94
118.88,0.16,1.2
2516.57,0.23,0.88
370.66,0.15,1
174.99,0.2,1.07
197.56,0.16,1.13
1371.83,0.22,0.81
2939.63,0.2,0.8
116.55,0.16,1.19
2268.11,0.26,0.7
3312.22,0.23,0.74
125.18,0.13,1.31
4714.39,0.22,0.68
2240.77,0.29,0.62
3321.99,0.22,0.75
1491.42,0.19,0.95
1630.79,0.21,0.87
1281.23,0.21,0.91
343.55,0.14,1.16
2569.97,0.22,0.75
32.2,0.15,1.25
62.72,0.15,1.24
1974.18,0.23,0.74
3996.23,0.29,0.6
948.98,0.2,0.93
2175.17,0.2,0.84
318.69,0.17,1.12
4377.53,0.27,0.64
3345.16,0.24,0.8
139.39,0.13,1.27
3783.75,0.22,0.72
963.28,0.17,0.97
800.21,0.25,0.8
313.51,0.16,1.15
124.79,0.13,1.26
3126.59,0.25,0.75
68.62,0.15,1.3
3337.03,0.21,0.76
4500.39,0.27,0.66
1449.03,0.23,1.05
359.88,0.18,1.18
386.6,0.15,1.15
2857.41,0.23,0.82
360.54,0.18,1.11
2167.06,0.25,0.64
3268.97,0.29,0.61
2494.88,0.23,0.84
214.72,0.18,1.13
920.74,0.24,0.83
245.61,0.16,1.14
2711.27,0.25,0.64
928.15,0.23,0.78
354.08,0.15,1.02
260.13,0.16,1.07
607.65,0.19,1.11
446.11,0.17,0.96
1661.05,0.24,0.93
946.89,0.16,0.98
1017.41,0.23,0.91
1102.95,0.26,0.63
1290.78,0.26,0.74
341.25,0.15,1.13
222.32,0.19,1.01
1412.74,0.19,0.93
3480.96,0.23,0.67
4879.26,0.22,0.7
623.45,0.2,1.05
1227.33,0.19,0.91
59.58,0.15,1.26
218.97,0.14,1.15
371.37,0.16,1.1
1091.27,0.17,0.81
187.16,0.19,1.02
4198.88,0.23,0.71
2989.14,0.21,0.86
2817.47,0.27,0.73
4366.36,0.24,0.68
1490.75,0.2,0.9
4635.65,0.28,0.62
2565.93,0.23,0.63
1398.14,0.18,0.87
30.48,0.14,1.35
454.87,0.21,1.02
1093.85,0.22,0.87
304.08,0.14,1.14
2020.52,0.25,0.72
3495.84,0.24,0.63
174.89,0.2,1.07
2665.91,0.22,0.79
103.77,0.17,1.17
107.92,0.18,1.12
1794.01,0.24,0.76
3408.76,0.22,0.76
2670.19,0.26,0.69
1449.19,0.2,0.84
393.97,0.14,1.12
4062.3,0.28,0.65
155.82,0.15,1.07
377.36,0.16,1.13
904.16,0.24,0.86
139.26,0.15,1.25
313.16,0.19,1.19
1495.57,0.19,0.87
2388.11,0.25,0.65
2342.43,0.2,0.84
2847.72,0.2,0.82
286.51,0.18,1.12
157.28,0.17,1.12
3697.35,0.23,0.7
1029.62,0.22,0.92
840.78,0.24,0.81
3296.99,0.23,0.8
2857.94,0.23,0.79
4958.94,0.26,0.69
2061.41,0.19,0.88
3228.44,0.27,0.68
2282.15,0.22,0.83
1044.09,0.15,1.08
2418.89,0.22,0.84
129.61,0.14,1.25
1433.56,0.23,0.82
3536.06,0.27,0.65
160.26,0.16,1.15
699.35,0.23,0.87
108.02,0.17,1.12
115.75,0.18,1.27
1015.98,0.22,0.79
1207.89,0.19,0.85
974.84,0.17,1.01
323.74,0.2,1.07
423.54,0.17,1.19
297.26,0.23,0.91
840.35,0.2,0.92
348.44,0.16,1.16
2857.83,0.22,0.67
87.03,0.16,1.23
1262.51,0.24,0.78
218.23,0.16,1.07
1089.15,0.21,0.98
352.54,0.15,1.1
1444.86,0.16,0.89
3076.62,0.21,0.94
3287.11,0.22,0.72
1015.24,0.23,0.85
82.07,0.14,1.25
354.3,0.19,1.1
348.05,0.2,1.01
1378.94,0.21,0.95
1116.73,0.21,0.92
518.42,0.15,0.99
1222.82,0.2,0.88
2809.75,0.26,0.68
1436.66,0.27,0.69
1256.57,0.22,0.92
137.29,0.17,1.18
541,0.24,0.88
1025.41,0.2,0.88
3595.07,0.22,0.82
377.92,0.2,1.06
3248.29,0.25,0.75
384.41,0.24,0.93
69.1,0.15,1.3
542.99,0.21,0.94
56.09,0.11,1.26
331.22,0.23,0.88
350.24,0.16,1.1
122.62,0.15,1.19
2835.72,0.22,0.7
251.66,0.18,1.06
2657.87,0.27,0.66
40.16,0.17,1.24
3209.89,0.22,0.76
2382.62,0.26,0.77
138.46,0.15,1.18
2082.34,0.21,0.77
454.86,0.21,0.98
131.05,0.13,1.36
1142.09,0.22,0.74
3044.28,0.27,0.64
2422.27,0.25,0.71
375.88,0.16,1.06
1226.81,0.24,0.74
1035.29,0.19,0.95
371.15,0.21,0.92
2785.95,0.21,0.82
822.51,0.24,0.72
4840.87,0.21,0.76
816.04,0.24,0.79
274.89,0.18,1.14
2728.44,0.26,0.67
2524.84,0.26,0.65
521.17,0.19,0.97
613.35,0.17,1.08
3382.23,0.23,0.78
20.43,0.17,1.32
338.25,0.16,1.11
74.22,0.18,1.23
3126.14,0.23,0.73
2885.21,0.23,0.73
1201.71,0.24,0.83
239.28,0.17,1.06
1337.67,0.17,0.98
1002.7,0.17,0.83
53.35,0.15,1.2
37.48,0.15,1.24
1358.59,0.23,0.82
864.23,0.21,0.84
4511.1,0.23,0.69
3773.59,0.21,0.7
304.08,0.18,1.08
1960.67,0.24,0.74
2423.29,0.22,0.83
953.6,0.21,0.91
1456.37,0.22,0.81
81.14,0.15,1.29
1450.95,0.25,0.64
123.15,0.15,1.15
2348.13,0.27,0.64
668.77,0.16,1.1
3412.03,0.2,0.83
309.9,0.18,1.01
398.96,0.18,1.05
2764.85,0.23,0.71
358.02,0.2,1.15
22.32,0.16,1.29
311.69,0.18,1.05
279.94,0.2,1.08
355.74,0.19,1.05
2516.32,0.24,0.79
294.74,0.2,1.01
1457.22,0.21,1
993.33,0.24,0.91
4962.7,0.28,0.61
286.35,0.19,0.97
69.4,0.14,1.31
176.47,0.14,1.15
382.52,0.16,1.1
81.88,0.15,1.19
152.82,0.15,1.15
1888.49,0.23,0.76
133.76,0.18,1.08
171.07,0.2,1.12
3062.49,0.23,0.8
2414.52,0.23,0.78
852.63,0.2,0.93
2950.1,0.19,0.81
840.26,0.23,0.85
1842.36,0.24,0.79
52.4,0.15,1.21
354.97,0.14,1
2043.28,0.23,0.75
980.96,0.18,0.95
2551.97,0.22,0.8
747.71,0.22,0.86
3886.05,0.27,0.68
3753.37,0.24,0.71
3121.46,0.25,0.6
972.66,0.22,0.85
1406.94,0.23,0.86
1130.19,0.2,0.87
179.39,0.19,1.08
805.51,0.22,0.8
3212.07,0.21,0.81
29.07,0.14,1.35
1940.16,0.27,0.61
1722.92,0.22,0.8
4296.93,0.25,0.67
1283.41,0.2,0.92
1486.33,0.25,0.72
654.74,0.2,0.93
100.97,0.13,1.28
3502.87,0.26,0.64
316.3,0.18,1.08
724.89,0.22,0.95
396.35,0.19,1.17
926.59,0.19,0.89
1188.2,0.21,0.88
2107.19,0.21,0.73
1361.75,0.2,0.87
3829.44,0.24,0.57
200.68,0.18,1.16
1358.98,0.21,0.81
969.79,0.24,0.82
4186.72,0.26,0.66
897.2,0.22,0.88
2880.98,0.27,0.72
3797.16,0.26,0.61
128.88,0.18,1.12
314.49,0.18,1.07
88.42,0.19,1.1
2177.68,0.25,0.69
919.36,0.18,0.91
2096.45,0.25,0.72
91.14,0.19,1.14
745.96,0.17,1.01
2218.28,0.24,0.76
4674.79,0.24,0.62
1126.91,0.22,0.85
494.69,0.2,0.96
664,0.18,1.03
1015.82,0.2,0.85
1636.1,0.25,0.81
149.75,0.18,1
808.45,0.19,0.96
1124.96,0.21,0.91
34.89,0.14,1.31
101.96,0.13,1.27
1195.44,0.17,1.08
629.82,0.18,1.12
2814.84,0.23,0.72
298.96,0.14,1.14
147.18,0.17,1.07
605.42,0.19,0.94
2785.11,0.27,0.7
4084.83,0.21,0.79
1259.47,0.2,0.89
213.76,0.19,1.07
4999.39,0.26,0.67
217.7,0.16,1.08
2682.95,0.19,0.86
191.47,0.15,1.15
1359.88,0.23,0.77
3926.31,0.25,0.64
2208.68,0.21,0.91
2966.74,0.29,0.8
332.99,0.18,1.15
1130.77,0.17,0.91
178.23,0.16,1.16
3411.51,0.24,0.61
476.48,0.18,1.08
2262.77,0.27,0.67
650.46,0.16,1.02
2327.55,0.26,0.7
68.76,0.18,1.2
3965.94,0.22,0.76
1521.71,0.2,0.92
1057.03,0.23,0.79
3187.83,0.25,0.7
4663.37,0.27,0.71
36.47,0.12,1.36
1320.16,0.23,0.85
2250.42,0.2,0.81
182.11,0.19,1.09
107.1,0.16,1.24
152.65,0.17,1.16
2336.36,0.25,0.67
255.42,0.19,1.05
46.18,0.17,1.22
1183.03,0.21,0.87
377.73,0.17,1.13
1252.09,0.19,0.93
173.13,0.17,1.1
230.72,0.2,1.04
3211.27,0.2,0.77
890.61,0.19,0.95
49.73,0.16,1.25
790.82,0.16,1.08
3666.07,0.27,0.66
2514.23,0.21,0.79
2834.73,0.21,0.75
3255.73,0.25,0.67
4153.62,0.25,0.66
2024.6,0.2,0.8
1487.19,0.19,0.87
2247.68,0.25,0.79
1006.97,0.24,0.8
1277.49,0.18,0.89
1327.33,0.25,0.72
1044.34,0.19,0.91
135.92,0.14,1.28
2308.73,0.26,0.68
129.44,0.16,1.15
2792.6,0.25,0.7
2847.2,0.23,0.76
94.32,0.17,1.01
229.24,0.21,0.97
1201.1,0.23,0.8
4136.75,0.28,0.65
2001.03,0.28,0.63
317.23,0.15,1.14
600.72,0.17,1
1332.38,0.24,0.83
3611.3,0.23,0.68
4131.59,0.21,0.72
197.47,0.18,1.06
346.49,0.14,1.17
3461.54,0.25,0.76
576.17,0.17,1.04
173.98,0.17,1.12
2922.1,0.27,0.65
2561.22,0.29,0.57
47.17,0.15,1.24
1204.16,0.2,0.91
4468.46,0.27,0.55
2861.46,0.26,0.73
579.63,0.18,1.02
3435.35,0.22,0.72
1046.36,0.23,0.85
3793.93,0.27,0.74
1060.59,0.22,0.83
251.64,0.17,1.09
298.78,0.22,1.01
314.99,0.18,0.93
242.39,0.17,1.1
303.79,0.19,1
633.63,0.23,0.82
1529.21,0.21,0.8
374.97,0.18,1.05
2273.04,0.23,0.83
3441.34,0.23,0.71
367.73,0.22,0.96
296.83,0.15,1.16
250.81,0.14,1.15
43.44,0.16,1.29
359.76,0.2,1.02
3658.53,0.25,0.63
3084.28,0.28,0.64
31.25,0.18,1.29
1794.32,0.19,0.89
505.37,0.22,0.95
398.9,0.18,1
1066.91,0.23,0.96
3285.94,0.26,0.66
2659.86,0.23,0.76
480.42,0.2,0.96
1277.07,0.22,0.8
56.11,0.15,1.32
2892.95,0.2,0.9
2769.8,0.26,0.68
529.92,0.2,1.01
1309.79,0.23,0.82
1665.9,0.2,0.84
297.48,0.16,1.11
4026.55,0.24,0.72
1179.18,0.19,0.91
1339.33,0.23,0.95
4404.15,0.24,0.83
2363.61,0.22,0.72
573.11,0.19,1.03
2672.98,0.27,0.78
115.34,0.2,1.07
898.4,0.22,0.88
293.63,0.18,1.08
99.94,0.16,1.27
1770.78,0.22,0.84
1470.41,0.17,0.97
179.98,0.18,1.09
181.48,0.15,1.16
970.93,0.16,1.04
138.95,0.14,1.16
646.65,0.17,0.95
339.85,0.18,1.01
101.96,0.14,1.23
727.67,0.21,0.95
591.17,0.19,1.2
636.3,0.23,0.87
4393.95,0.27,0.7
2124.29,0.23,0.95
4575.79,0.25,0.66
617.59,0.18,1.01
302.91,0.23,0.95
3063.67,0.19,0.87
1377.56,0.22,0.85
3675.6,0.28,0.63
1247.51,0.21,0.94
734.34,0.2,0.87
292.16,0.18,1.07
44.07,0.17,1.17
251.91,0.17,1.09
77.84,0.17,1.11
373.2,0.16,1.14
84.95,0.14,1.2
336.08,0.15,1.13
327.58,0.19,1.11
2093.24,0.28,0.73
68.18,0.18,1.22
1309.77,0.23,0.81
281.46,0.2,0.9
2454.48,0.25,0.63
707.38,0.23,0.93
124.44,0.19,1.11
147.43,0.15,1.2
238.43,0.21,1
326.01,0.16,1.1
2876.95,0.23,0.78
49.7,0.12,1.34
762.65,0.24,0.71
943.46,0.24,0.7
914.91,0.22,0.88
2746.31,0.21,0.81
1131.53,0.18,0.94
4257.95,0.23,0.52
351.43,0.23,0.98
1132.2,0.18,0.98
139.71,0.18,1.12
4772.7,0.28,0.65
83.3,0.15,1.28
952.23,0.22,0.92
20.75,0.14,1.31
2989.83,0.22,0.95
880.69,0.21,0.97
320.02,0.18,0.98
27.26,0.14,1.29
1939.52,0.24,0.77
678.95,0.18,0.98
1374.2,0.21,0.8
384.29,0.2,1.04
2989.79,0.19,0.84
138.64,0.11,1.33
60.26,0.17,1.18
1020.41,0.22,0.84
231.09,0.15,1.17
953.23,0.16,1.02
131.11,0.15,1.17
120.47,0.16,1.23
1296.11,0.19,0.86
4754.39,0.22,0.75
3909.69,0.22,0.73
1249.6,0.22,0.9
3274.77,0.24,0.84
139.1,0.18,1.04
4068.25,0.2,0.82
402.28,0.2,0.95
90.53,0.16,1.08
1151.67,0.2,0.92
348.82,0.14,1.15
123.07,0.15,1.19
104.72,0.17,1.11
1089.79,0.17,1
69.57,0.17,1.21
152.96,0.18,1.1
2170.46,0.25,0.68
2047.02,0.21,0.77
3554.08,0.26,0.51
1362.16,0.16,0.99
523.41,0.23,0.86
850.81,0.16,1.03
335.32,0.17,1.11
108.83,0.18,1.12
278.33,0.16,1.12
78.88,0.12,1.27
437.38,0.2,1.07
109.16,0.18,1.11
340.04,0.18,1.05
1489.25,0.19,0.92
1151.83,0.23,0.87
1486.04,0.26,0.74
2574.04,0.22,0.82
1239.39,0.22,0.8
1876.48,0.26,0.66
4235.74,0.24,0.75
2090.26,0.27,0.65
93.3,0.16,1.23
41.82,0.14,1.46
259.91,0.15,1.1
2151.15,0.25,0.69
3807.77,0.27,0.66
2792.01,0.26,0.7
4173.62,0.24,0.68
968.46,0.22,0.74
2464.11,0.23,0.8
61.44,0.15,1.3
2402.53,0.25,0.69
2498.31,0.27,0.74
2886.41,0.23,0.72
841.63,0.19,0.94
1778.94,0.22,0.8
328.33,0.16,1.16
232.3,0.19,1.08
3159,0.23,0.71
959.02,0.22,0.91
1108.69,0.18,1.05
252.72,0.18,1.08
322.95,0.17,1.03
4239.22,0.22,0.71
1341.46,0.22,0.72
956.22,0.21,1.02
4508.66,0.23,0.64
2415.77,0.27,0.69
1430.27,0.2,0.92
3552.11,0.26,0.67
153.35,0.18,1.06
359.6,0.16,1.02
1435.53,0.17,0.81
1920.65,0.24,0.83
1110.37,0.24,0.71
2558.56,0.25,0.73
1198.25,0.2,0.86
975.49,0.25,0.63
4921.83,0.28,0.48
1829.82,0.26,0.76
860.63,0.21,0.93
976.91,0.21,0.89
128.4,0.19,1.1
253.31,0.2,1
298.72,0.19,1.09
44.69,0.15,1.25
3441.87,0.25,0.74
3228.38,0.22,0.68
3613.45,0.26,0.59
2306.38,0.23,0.53
514.72,0.23,1
276.72,0.15,1.09
4484.92,0.25,0.7
1381.78,0.23,0.88
2423.58,0.2,0.92
2562.4,0.25,0.77
3606.27,0.26,0.58
2072.47,0.27,0.68
789.14,0.19,0.95
195.97,0.16,1.1
1027.29,0.19,0.97
313.38,0.18,1.11
506.2,0.23,0.89
254.53,0.18,1.33
127.13,0.14,1.16
4895.53,0.22,0.76
1802.04,0.21,0.77
190.34,0.19,1.05
1448.58,0.2,0.94
4594.39,0.24,0.63
1495.8,0.2,0.91
408.94,0.18,0.93
217,0.18,1.08
391.07,0.19,1.01
2722.84,0.26,0.87
134.76,0.16,1.15
134.8,0.17,1.08
274.63,0.22,0.97
3830.25,0.22,0.7
869.84,0.2,0.93
1657.8,0.21,0.79
571.69,0.16,1.02
962.92,0.2,0.97
218.02,0.21,1.03
937.86,0.2,0.87
270,0.2,1
100.49,0.18,1.19
2146.71,0.24,0.75
1588.32,0.22,0.81
375.51,0.18,0.88
4642.89,0.28,0.64
3948.39,0.27,0.64
3101.92,0.27,0.72
1684.67,0.23,0.78
2762.75,0.23,0.67
35.78,0.16,1.18
2100.89,0.25,0.7
143.31,0.18,1.09
3440.82,0.22,0.71
2365.01,0.24,0.77
477.18,0.17,1.08
1055.7,0.19,0.9
21.71,0.16,1.31
307.52,0.16,1.1
42.73,0.16,1.41
4466.82,0.22,0.75
97.19,0.19,1.08
424.1,0.17,1.17
366.78,0.16,1.11
1794.78,0.27,0.67
59.61,0.13,1.3
99.34,0.16,1.21
66.59,0.13,1.28
34.79,0.15,1.3
391.17,0.16,1.07
2595.12,0.23,0.74
540.36,0.17,1
2329,0.26,0.82
396.34,0.16,1.06
1124.33,0.19,0.91
1888.12,0.2,0.75
1420.33,0.18,1
1017.84,0.2,0.85
3060.9,0.23,0.69
1698.17,0.23,0.79
3158.3,0.28,0.62
2714.53,0.22,0.88
2160.85,0.26,0.69
237.03,0.17,1.11
815.11,0.27,0.78
633.23,0.22,1.09
1552.33,0.25,0.79
157.78,0.17,1.12
1005.66,0.23,0.92
3131.73,0.24,0.68
1771.93,0.24,0.76
3270.53,0.22,0.77
3194.53,0.22,0.65
2497.19,0.21,0.69
372.22,0.15,1.11
2919.68,0.26,0.7
20.77,0.17,1.22
796.27,0.24,0.83
4572.4,0.24,0.66
289.58,0.24,0.86
213.18,0.24,0.96
817.5,0.18,0.95
1292.32,0.22,0.87
3096.7,0.24,0.7
1048.97,0.23,0.87
4266.4,0.28,0.63
3881.15,0.24,0.68
127.66,0.13,1.32
764.61,0.17,0.93
3182.84,0.22,0.75
2963.42,0.25,0.67
2127.97,0.24,0.7
2519.84,0.26,0.63
3401.71,0.23,0.74
219.8,0.16,1.14
2529.32,0.23,0.83
96.69,0.16,1.12
278.47,0.22,0.87
1252.58,0.25,0.78
329.93,0.22,0.93
1270.36,0.23,0.83
1438.61,0.18,0.91
1021.6,0.24,0.79
193.41,0.17,1.12
4046.46,0.22,0.74
3554.91,0.28,0.64
1233.61,0.17,0.98
1404.89,0.24,0.86
3072.65,0.21,0.81
304.2,0.19,0.95
385.46,0.19,1.02
1736.64,0.25,0.78
3226.4,0.22,0.66
1422.58,0.2,0.85
1451.92,0.23,0.81
1994.38,0.25,0.8
1273.75,0.2,0.94
156.95,0.2,1.05
4282.04,0.23,0.68
387.63,0.18,1.01
822,0.2,0.91
307.67,0.15,1.13
